text,etiket
Kendinizi önemli zannetmeyin. Sizi özel olarak döverim. Adet geçirirsiniz.,şiddet eğilimli
"Olm seni var ya lavanta ve arap sabunuyla köpürte köpürte döverim, zaten kılım sana sürekli bir yerleri foşur foşur temizleyip video atıyosun ne ayaksın lan sen",şiddet eğilimli
seni bulurum döverim çocuk 80 km uzağındayım.,şiddet eğilimli
Açıklamasız döverim ….. geri zekâlı!!! Allahın alamanyasından kalkmış gelmiş zannedersin ki hani Müslüman bir ülkede yaşıyor Allahın malı. Olmayan beyni ile akıl veriyor %100 bütün sülalesindeki erkekler paralı askerlik yapmıştır.,şiddet eğilimli
eğer Türkiyeye sirkeye dediysen döverim seni,şiddet eğilimli
kalpsin kızım ben 62 ile senin 78i döverim gerçekler sayılar değil hislerde hislerrrrr,şiddet eğilimli
samet seni hoplata hoplata döverim o errrrrkek gücünü yerden toplamak zorunda kalırsın,şiddet eğilimli
ben hayatımda bu kadar canilik görmedim..hesabını sorduk mu? Yakaladık işkence ettik mi?,şiddet eğilimli
ilaçlar verilmezse enfeksiyon yayılır sorumlu kim olacak ağrı kesici olmadan o sinir kaybı ağrısına nasıl dayanılır bu da ayrı bir işkence yöntemi olur,şiddet eğilimli
Bizim mahallede oç bir tanesi masum köpeğe tecavüz ederken yakaladık. Anasını sktik ama. Polisler zor aldı elimizden. polislere nasıl olsa öldüreceklerdi bunu diyor oc. Bende diyorum ki bu oç bu köpeği skecgine köpeklerin ölmesini isteyenlerin anneciğini sksin. Buda yasalaşsın.,şiddet eğilimli
Ahiret var diye intikam almicak mısın Allah’a mı havale edeceksin böyle insanları bir dakka yaşatmamak lazım,şiddet eğilimli
senin berna laçin in kocası vergi ödemiyormuş pasgeç bunu bence pas geçme intikam ayranı soğuk içilir,şiddet eğilimli
atacı 3 -5 füze atsında bitsin zaten onlarda havada imha oluyo intikam aldık deain de rahatlasın piyasa,şiddet eğilimli
Ezik biz yaş tutmayız intikam alırız biz eziklerin yasını tutarız ama kendimizde olan hiç bir durumda yas ilan etmeyiz Zübük sen Pkk yo mı sevindirsen Amerikalıları mı Ruslarımı sevindirsen ne diycem Türklere yas tutturduk sen partisine git tel avive git kendinden olanlara git,şiddet eğilimli
dün gece birisi iskender dedi bugün baskasi cig köfte vakit intikam alma vaktidir,şiddet eğilimli
intikam aksar unutulmaz,şiddet eğilimli
Markete giderken düşün. Sevgilinle gezerken düşün. Çöp atmaya giderken dahi düşün Çünkü intikam vakti geldiğinde ben bunların hiç birini düşünmicem.,şiddet eğilimli
Kinini iyi tut ki intikam vakti geldiğinde vicdanın konuşmasın,şiddet eğilimli
"İslam Cumhuriyeti sınırları içinde yaşanan bu acı, trajik olaydan sonra intikam almak bizim görevimizdir.",şiddet eğilimli
intikam haram ama kisasa kisas sunnet,şiddet eğilimli
Bu kaçıncı intikam alışınız cumhur başkanınızı öldürdüler hala daha intikam alacaklar. Hiçbir söyleyecek sözünüz kalmadı yine rezil oldunuz dünyaya,şiddet eğilimli
"bu olayın videosunu hiç izlememiştim ağlayarak yazıyorum siz de izleyin, unutmayın nefretiniz ve kininiz diri kalsın belli ki ileride bu intikam duygusu hepimize lazım olacak",şiddet eğilimli
İntikam intikam..,şiddet eğilimli
O mall değneğine söyle Türk'ün töresinde yas yoktur intikam vardır yahuditapar.,şiddet eğilimli
Hıç bokta yapamayacak bi kaç boş yere roket atacak intikam alındı denecek başka hiçbişi yapamaz,şiddet eğilimli
Gençleri üzerken gelen intikam..,şiddet eğilimli
Affederek intikam almayı,şiddet eğilimli
çok pis intikam alacaz,şiddet eğilimli
Boş yapmaya gerek intikam tam aksine sıcak yenen bir yemektir soğuk olunca tadı kaçıyor,şiddet eğilimli
conflict yaratmak için zamana yaymanız ve bir çok olay yaratmanız lazım ki intikam ateşi harlansın. zaten bi çok olaydan sonra kan davasına dönüşünce top yekün savaşa giriolar. halkların ikna edilmesi açısından,şiddet eğilimli
"Kardeşim yapma lütfen kaldır, bilen biliyor intikam almayanın kanını ama lütfen küçük kardeşlerde var yapmayalım",şiddet eğilimli
Geber piç,şiddet eğilimli
İsrail seni ve ananı siksinnn oruspu evladı git savaş Filistin'de mecburmu Türk askeri orda savaşmaya sikik git savaş geber orda ailenide al beraberin geberin.sizin gibi Araplara bayılan köpeklere kim acır.,şiddet eğilimli
Olum Hamas kimdir lan ben Türkiye askeriyim sende şimdi çok seviyorsan defol git savaş Filistin'de benim türk askerim öleceğine sen geber memnun olurum yani,şiddet eğilimli
geçen böyle acıdan tüm gün gebermiştim geber aw kahrol,şiddet eğilimli
defol git geber askindan mal seni,şiddet eğilimli
OĞLUM ALLAH SENİN BELANI VERSİN PİS SÜMÜKLÜBÖCEK BİRGÜN DE HARBİDEN GEBER,şiddet eğilimli
Ben böyle gunun wbesini gotunden sikeyim orospu çocuğu gün geber aminakoyiyim kara lekem Allah belanı versin gün,şiddet eğilimli
ya ol geber ya yemin ederim ol geber ya,şiddet eğilimli
YİĞİT EFEYİ ÖLDÜRÜCEM,şiddet eğilimli
koru tanrım beni benden koru beni öldürücem,şiddet eğilimli
her yerimi sinek ısırmış öldürücem sizi öleceksiniz,şiddet eğilimli
ay öldürücem bu adamı siktir git senin gibi karakter olmaz olsun ya hiçbir kadını hak etmiyosun ucube,şiddet eğilimli
İKİNCİ ERKEKLERİ ÖLDÜRÜCEM ARTIK ZATEN 3 BÖLÜM KALDI ÇİFTİMİN YAKASINI SALIN,şiddet eğilimli
seni sevmiyorum seni sevmicem seni öldürücem,şiddet eğilimli
şuan çıkan Half-Life 3 sızıntıları gerçekse ve çıktığında ben bu oyunu oynamaz isem öldürebildiğim kadar insanı öldürücem,şiddet eğilimli
allahıma bu suriyelileri öldürücem ha,şiddet eğilimli
Bunları hala barındıran ülkelerde cücük kadar akıl yok. Adam sizi öldürücem diyor. Harekete geçmeniz için illa eyleme dökmesi mi gerekiyor,şiddet eğilimli
Helaenadan çok izlememiz…öldürücem bu diziyi ölücek,şiddet eğilimli
"Amazon Prime’in ara yuzunu tasarlayan , kodunu yazan ve emegi gecen herkesi bulup öldürücem. Spoiler yemedigim show kalmadi yeter amk yeteeeer",şiddet eğilimli
"offf cidden şu erkek gibi lafını öğreten kimse onu öldürücem ya bir şey de söyleyemşyoruz amk, sürekli birbirimizi yalamamız gerekiyo herhalde bunlara göre",şiddet eğilimli
Arkadaşlar biri bana öldükten sonra başımıza ne geleceği hakkında net kesin ve mantıklı bisey söyleyebilir mi ona göre kendimi öldürücem,şiddet eğilimli
istanbula indiğim an bu 20binlik sana en az iki ay yeter diyen tekelciyi öldürücem,şiddet eğilimli
bu değişikliği getiren orospu çocuğunu öldürücem NİYE HEAD VE ARMI UNSELECTLEYEMİYORUM AQ,şiddet eğilimli
Total hastamı öldürücem manyak dişler gerçek dişim gibi durmuyor diyor pardon nasıl dursun acaba,şiddet eğilimli
"Deniz Akkaya paylaşımında: 'Canım Cenk eren, boş magazin iddialarıyla bana aba altından sopa göstermeye çalışacağına ikinizde şimdi e-Devletine girip bütün sicilinizi Twitter’da Instagram’da paylaşmaya davet ediyorum! Seninki uyuşturucu onunki zaten dolandırıcılık, benim sicilim de bunların hiçbiri yok! Nokta!' demiş.",tehdit altında
Fotoğrafla tehdit edildim,tehdit altında
annem ablamada mesaj atmış kardeşine sahip çık demiş her ikisinede hakkımda şunu demiş onun arkadaşıyım herkese böyle şeyler atıyor ben tesadüf gördüm size söylemek istedim demiş parayla bunu yaptığımı söylemiş benim anlamadığım benden fotoğraf almak içim ailemle tehdit ediyorsun sonra onlara ne diye atıyorsun,tehdit altında
Sevgilimle ayrılmak istiyorum ama beni tehdit ediyor,tehdit altında
"Bana vurdu kaç kere, tehdit ediyor, küfür ediyor ben her hatasında yanından kalkıp gitmek istedim ama beni bırakmad",tehdit altında
damarıma basma basarsan kendimi de seni de düşünmem şimdi defol git bakalım ne olacak benimle oynama dedi.,tehdit altında
İnsan gibi ayrılalım diyorum. Ya benimlesin ya da ait olduğun yere şutlarım seni anladın mı dedi.,tehdit altında
Mutsuz bir evliliğe sebep olan eşin sürekli boşanmak ile tehdit etmesi hakkında ne düşünüyorsunuz,tehdit altında
"Eşini çok mutsuz eden bir kadın aylarca cinsel yakınlaşmaları olmuyor , güleryüz , sevgi , saygı , alaka sıfır ve kadın korkunç egolu en ufak bişeyde boşanmak ile tehdit ediyor sürekli boşanmak ile tehdit etiyor",tehdit altında
Ayrıldık. Daha sonra da beni çeşitli şeylerle tehdit etmeye başladı.,tehdit altında
Adını yayarım. Şunu bunu yaparım vs. Bu kişi photoshop konusunda cidden eğitimli biriydi ve aslında hiç olmayan fotoğrafları sanki benmişim gibi paylaşacağını söyledi o zaman 18 yaşından küçük olduğum için bir şey yapamadım,tehdit altında
Eski sevgilimde nude fotoğraflarım var ve tehdit ediliyorum.,tehdit altında
Arkadaşım beni tehdit ediyor korkuyorum,tehdit altında
Arkasından konuştuğum için beni tehdit ediyor sizce bana bir şey yapar mı?,tehdit altında
Neden her ilişkimde erkeğin ailesi beni tehdit olarak görüyor,tehdit altında
"Dinci İran Pers rejimi, Azerbaycanı savaşla tehdit etti.",tehdit altında
"Babamdan psikolojik şiddet ve tehdit görüyorum, bunlar boşanma davasında işimize yarar mı",tehdit altında
"'artık xx diye bir oğlum yok, ölüyor olsan dönüp bakmam cenazene gelmem, çok istiyorsan çalışır kendin okursun'' gibi şeyler söyledi.",tehdit altında
"Yarın gitmemiş olursam başını belaya sokacakmışım tehdit ediyor. Ben seni beslemek zorunda değilim hangi cehenneme gidersen git seni görmek istemiyorum falan dedi defalarca. Hiçbir yere gitmeyeceğim dedim, gideceksin benimle inatlaşma pişman olursun falan dedi.",tehdit altında
Karşı cins arkadaşlık ilişki için bir tehdit midir,tehdit altında
"Birbirimizi çok seviyoruz, ama ben ayrılmak istiyorum ama eğer ayrılırsam beni tehdit etmesinden korkuyorum",tehdit altında
Arkadaşlar tehdit ediyorlar nolur bir cevap verin,tehdit altında
Arkadaşlar kızım litmeçte biriyle konuşmuş sonra intagramini vermiş konuşmuşlar sonra bunu tehdit etmeye baslamiş numarasini filan hiçbirşeyi vermemiş senin işte ss lerini alıp konustuklarinin annene babana atacam annenin babanın numarasini bulmam 1 dk mi alır ayyhh o kadar çok tehdit etmişti telefonda,tehdit altında
Kocamdan korkuyorum beni tehdit ediyor,tehdit altında
Kocam bana senelerdir tartisinca hakaret ediyordu kizkanc oldugu icin arkadaslarimdan işimden herseyden uzaklastirdi beni.,tehdit altında
Hamileligimden sonra daha kotu oldu beni dovmeye basladi. Herzaman yapmiyor ama sinirlenince ya da tartisinca beni defalarca dovdu.,tehdit altında
Ben korkuyorum bebegimi benden alcagini aileme gidersem onlara zarar vermekle tehdit ediyor beni surekli.,tehdit altında
Bebegimizi seviyor ona cok duskun ve bana birakmicani onu alip ailem karsi cikarsa onlari dovup sakat birakcani soyluyor. Polis falan tutamaz kimseye guvenme diyor cok korkuyorum.,tehdit altında
Bugun yine tehdit etti beni gittigim an dovecegini soyledi cocuguda alip gidecegini ve beni annemin onunde dovecegini soyledi bende aileme durumu anlattim bosanmami istiyorlar.,tehdit altında
Ben uzuluyorum kizimiz icin ama canimi alacak diye korkuyorum,tehdit altında
Yazmamak ile tehdit ediyor,tehdit altında
Belli ki sorun çıkarıcaksın yazmıcam sana şeklinde tehdit ediyor. Yani yazmamak ile tehdit ediyor.,tehdit altında
Tehdit acil yardim,tehdit altında
İki hafta önce tehdit edildim fotoğraflar çok açık degil ama ne amacla atildigi belli sitelere atmak ve babama atmakla tehdit etti engelledikten sonra hic ulasmaya calismadi ve iki haftadir ses yok.,tehdit altında
Sizce Tehdit eden mi zayıftır tehdit edilen mi,tehdit altında
Her tehdit eden kendini güçlümü sanır?,tehdit altında
Korkmadan yüzleşmek en doğrusu değilmidir,tehdit altında
Tehdit ediliyorum yardım edin lütfen,tehdit altında
21 yaşındayım ve biriyle çıktım biraz ilerleyince rahatsız edici bi şekilde bana dokunmaya falan çalışıyordu ilişkiyi bitirmek istedim oda yediremeyip tehdit etmeye başladı,tehdit altında
elinde konuşmalar ve 2-3 tane falan fotoğrafım var aileme söylemekle tehdit ediyor istediklerini yaptırmaya çalışıyor,tehdit altında
Bu çocuğun istekleri kötü olmaya başladı zorla onunla konuşuyorum birlikte olmak istediğinden söz edip duruyor kabul etmeme gibi bir lüksüm yok akıl verin nasıl kurtulacağım bu beladan psikolojim aşırı derecede bozuldu ailem anlayışlı olsa söylerim ama oda yok,tehdit altında
Esimden dayak yiyorum bebegimle tehdit ediyor,tehdit altında
9 aylik kizimiz var onu benden almakla tehdit ediyor. Babamin evine gidersem bebegi almak icin onlarida oldururum sakat birakirim diyor.,tehdit altında
Poliste kurtaramaz Seni diyo. Kizina cok duskun onu seviyor kendisi babasiz buyumus annesi ayrilmis gostermemis babasina o yuzden bebegemi almakla tehdit ediyor surekli.,tehdit altında
Bana vuruyor sacimdan cekiyor esyalarimi kiriyor. Korkuyorum ben ne yapabilirim. Babamin evine gitsem onlara zarar verir diye gidemiyorum katlaniyorum,tehdit altında
Tehdit aldığım birini engellersem daha çok üzerime gelir ya da zarar vermeye çalışır mı,tehdit altında
Eski sevgilim fotoğraflarımı yaymakla ya da beraber olmakla tehdit ediyor,tehdit altında
Dini nikahlı eşim özel videomuzu aileme ve çevreme atmakla tehdit ediyor,tehdit altında
Kimselere anlatamadığım her şeyi gittim polise anlattım ne kadar tehdit içerikli mesaj ses kaydı video vs varsa her şeyi polise verdim. Beni tehdit etmeye şantaj yapmaya devam etti aileme arkadaslarıma beni aşağılayan mesajlar atıyordu.,tehdit altında
Bugün bilgisayarım hacklendi ve tüm verilerim şu an adamların elinde. Bunlardan bir tanesi bana telefonla ulaşıp tehdit eder gibi bir uyarıda bulundu.,tehdit altında
Sevgilim beni ayrılmakla tehdit ediyor.,tehdit altında
Sanaldan 3.5 senedir yazdigim asik oldugum cocuk beni babama rezil etmekle tehdit ediyor,tehdit altında
Sanaldan sevdigim erkek beni babama rezil etmekle tehdit ediyor ne yapmaliyim onu sevdigimi biliyo durup dururken tehdit ediyo,tehdit altında
Hoşlandığım çocuğu tehdit eden bir sevgilisi varmış.,tehdit altında
Arkadaşım beni tehdit ediyor,tehdit altında
Çok yakın arkadaşım vardı arkadaşlığımız bitti sevgilimle yakınlaştığımı babama söylemekle tehdit ediyor arkamdan ailemle ilgili sevgilim ve benimle ilgili şeyleri başkalarına anlatıyor gittim konuştum tehdit ediyor,tehdit altında
Erkek arkadaşımla birlikte oldum beni aldattığı için ondan ayrıldım ama benim pesimi bırakmıyor heryerden engelledim beni tehdit ediyor öldüreceğini gözümü yakacağını söylüyor ne yapmalıyım polise gidin demeyin ailemle tehdit ediyor ne yapacağımı bilmiyorum çok korkuyorum,tehdit altında
beni tehdit ediyor öldüreceğini gözümü yakacağını söylüyo,tehdit altında
"Dana önce konuştuğum, elinde uygunsuz fotoğraflarım olan biri tarafından tehdit edilerek ilişkiye zorlanıyorum",tehdit altında
Eski sevgilim bana tecavüz etti ve tehdit etti,tehdit altında
kimse yoktu arka koltuğa yanıma geldi sonra konuştu biraz ben hayatımda başka biri var dedim bunun üzerine birden ustume geldi ağzımı kapatti kulağıma birşeyler söyledi sen benimsin bilmem ne sonra ağzımı açtı neymiş diye sordu bende bağırmaya başladım biri beni duysun diye bir yandan da ağlıyordum cidden çok kötüydü,tehdit altında
Allah belasını versinBen böyle yapınca benim ağzımı tekrar kapattı ve tecavüz etti yani kanama falan olmadı ama yinede çok korkuyorum beni tehdit etti birine söylersen bu sefer hamile bırakırım diye napacam bilmiyorum ölmek istiyorum,tehdit altında
Ayrılamıyorum tehdit ediyor,tehdit altında
Pisl lik herifin teki çıktı. Ayrılmak istiyorum dediğimde öldürmekle tehdit ediyor. Seni öldürürüm. Babanı işe giderken ansızın yakalar öldürürüm.,tehdit altında
Babanı işe giderken ansızın yakalar öldürürüm. Potansiyeli var. Boş yapan biri değil. Yardım edin ne yapacağım,tehdit altında
kendi benden soğsun kendisi ayrılsın istiyorum akıl verin. Arıyor açmazsam çıkıp evime geliyor. Mesajına geç yazayım tehdit ediyor.,tehdit altında
Bugün evime zorla girmeye çalıştı. Kapıyı tekmeledi bıçakla kapıya zarar verdi. Polislik olduk. Ama eminim bırakacaklar. Ne yaparım bilmiyorum,tehdit altında
